config_id,seed,station,cluster,n_train,n_test,r2,rmse,ubrmse,bias,mae,pearson
StationMean_Backbone54_k2_c0_0_c1_0,7,Darrington,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,7,Paradise_WA,0,8435,1066,0.7780119769353115,0.046391000263646884,0.03983260990317653,0.02377999356103883,0.036585268174282384,0.9155030653847803
StationMean_Backbone54_k2_c0_0_c1_0,7,Paradise_WA,1,3984,1,,0.1347247996330261,0.0,0.1347247996330261,0.1347247996330261,
StationMean_Backbone54_k2_c0_0_c1_0,7,Quinault,0,8464,1044,0.5720079944661474,0.045404501341528264,0.04536479643902453,0.0018984167399991058,0.03610390870153219,0.8724479470670428
StationMean_Backbone54_k2_c0_0_c1_0,7,Quinault,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,7,SourdoughGulch_WA_985,0,6393,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,7,SourdoughGulch_WA_985,1,6024,906,0.3427173652539973,0.06499200996916481,0.05658106141016037,-0.03197725519070825,0.05234089957838816,0.7341553272815692
StationMean_Backbone54_k2_c0_0_c1_0,7,Spokane,0,6393,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,7,Spokane,1,6422,897,0.6070382324780466,0.07199843042654468,0.056347336157122035,0.04481909963265976,0.061906924332796265,0.89741780684333
StationMean_Backbone54_k2_c0_0_c1_0,13,BeaverPass_WA_990,0,8439,626,0.7587253158714995,0.04475425158820963,0.04009110987032715,0.019890850775824566,0.03522456099688054,0.9028258614703017
StationMean_Backbone54_k2_c0_0_c1_0,13,BeaverPass_WA_990,1,3984,0,,,,,,
StationMean_Backbone54_k2_c0_0_c1_0,13,CayusePass_WA,0,8582,1066,0.7019891572617438,0.06556484522520864,0.06448730740103502,0.01183791001697418,0.05236401625075438,0.8541653749761553
StationMean_Backbone54_k2_c0_0_c1_0,13,CayusePass_WA,1,3984,15,-12.204516099197248,0.12745939596844477,0.022412296519303918,0.12547344972292582,0.12547344972292582,0.9522419149543381
